text,category,emotion
 vijai fans + Thalaivar Fans Meet pannalama Ready start 1 2 3,unknown_state ,love
 ENPT paka mudiyadhavanga idha pathu manasa thethikonga,Positive ,joy
 Vara level sathyamaaaaaaa.....indian cinemaaa vera level,Mixed_feelings ,love
 Ayioooo mudela da punda yanna detu padom purela da 🤔🤔,Negative ,disgust
 Padippa mattum nammakitta irunthu eduthukka mudiyathu🤩🤩,Positive ,joy
" Padam paathathaa puriyum ana thala thala thaan pa,",Positive ,love
 5 HRS 4.1M views. Thalaivaa Semma mass,Positive ,love
 Young Thalaivar is back with a baaang. Marana waiting,Positive ,love
" Wow thalaiyoda eyes oru idathla kooda, oru chinna asaivu kooda illa. Sema sharp",Positive ,disgust
 Dailyum trailer paka varavanga like panuga,Positive ,joy
 na ivolo nal itha கைத்தி nu la padichutu irunthen,Positive ,joy
 Thala daw.,Positive ,surprise
 Innum ethana naalaikku idhaeee getup thala semmma boring,Positive ,love
 Vera lvl..... Thalai  aiii saranam.......,Mixed_feelings ,neutral
 Mr.D ne oru varam ya Tamil cinema ku....innum neraya Nalla padam pannunga...🤩🤩,Positive ,joy
 Semma mass Sk action king Arjun Abhay deol,Mixed_feelings ,love
 Solra pola la onum ila...Average tan trailer,Negative ,sadness
 Siva n.a. u r really  awesome,Positive ,joy
 i am waiting for hadaram kondaan 🦁🦁,Positive ,joy
 To 14k unlikers orutharmela viswasam kaatrathuku eathuku inoruthara asinga paduthuringa,Positive ,joy
 Sam cs name kaaga vanthan..music epdiii iruku nu parka,unknown_state ,neutral
 Poladhavan and adukalam and vittri maran asuran like me,Positive ,joy
 Intha deevali vj  bigil oooo....ooothan 🤣🤣🤣🤙🤙,unknown_state ,neutral
 Neraya neraya pudiche iruku  ajith sir acting,Positive ,love
 Dheyvame nalla story select cheythirunna aala . Iyyalum vijay cheyunnpole naadine rakshikan thudangyo. Mass padangal ellam veruppiraane,not-Tamil ,love
 Ena da inagyum mimicry ah .,Positive ,joy
 Songslam semmaiyaa irunthichu. Thalapathy fans saarbaaha padam vetri pera vaalthukkal,Positive ,love
 Only bigil🤩..... Kaithi ?ethu enna trailer?,Positive ,joy
 nkp trailer ah 500 thadavaiku male parthavanga oru like podunga,Positive ,joy
 Kathi bgm o ending la 🤔,Negative ,disgust
 rajini sir super & vijay Sethupathi sir waiting,Mixed_feelings ,joy
 That Bgm is lit... Marana waiting thalaivaaaaa,Positive ,love
 Vijay sethupathi  anna masssss massssss..... i like vijay anna and vijay sethupathi anna....... like here,Positive ,love
 450 kodi kuduthu Cartoon panrathuku pathila 1 lakhs la Tom and Jerry edukalame,Negative ,sadness
 440K LIKES IN 2 1/2 HOURS,Positive ,joy
 Vjs mass avalo than solrathuku onnum ila,Negative ,love
 Pink movie apdiye kannu munnadi varuthu..!,Positive ,love
 Handsome ever vikram  Agree hit like,Positive ,joy
 Ànbea peranbea song vidranga Vikram son teaser vedraga ana trending thala than pure mass,Mixed_feelings ,love
 Apdi ellam nadakaathu.nadakavum koodathu...mass thala...justice for victims,Positive ,love
 Kujay Kunjikal...already 3 Days Still Trending in Malaysia,Positive ,love
 17 Million views kaga  wait panravanga like pannunga,Positive ,joy
 1:30 the la vara dialogue mass,Positive ,love
 BGM engayeo ketta mathiri irruku 🤔🤔🤔🤔,Positive ,joy
" Trailer paakkum pothu vikram nadicha ""thool"" movie story maathiri irukku..!! 🤔 🤔",Mixed_feelings ,neutral
 vera level mass frds! head phone potu ketu paaruga!,Positive ,love
 trailer dra perula padathayea kaatita epdiiiii,Positive ,joy
 20 times mela paathavanga like pannunga,Negative ,joy
 Ipdi naeraiya naeraiya nariya veri earudhae🤗🤗🤗🤗,Positive ,love
 main Tumhare channel ko delete kar diya Mujhe 2.o film doo,not-Tamil ,neutral
 Last Dialogue = Ennada Trailer layeh indha maari Dialogue vecha unna asinga padutha maatom nu nenaikariya daa aama.....,Mixed_feelings ,neutral
 Ithu double acting movie ah irukka vaippu irukku,unknown_state ,neutral
 Rest in peace Dislikers.... Ungalukkulaam entha padamthaa pudikkum. Ke*** koo pasangala...,Negative ,joy
 Remake of Hindi movie pink.good one.,Positive ,joy
 Anybody here after Dhruv vikram varma trailer...,Positive ,joy
 Hindi me full movie rielij Karu,Positive ,love
 Namaku thevaianatha nammathan adichu vanganumadichu vangunga,Positive ,surprise
 Thoothukudi Karen irrukira varaikum intha padam oodathu. Engala pathu samuga virothinu sonilla. Athu yabakam irrugu.,Negative ,anger
 Iraivi mercury lam kan munnadi vanthuta poguthu,Negative ,anger
 Appaadi final a trend aachuPETTA PARAAK,Positive ,joy
 Comment padikkamma poi first like pottu tu vanga boss,Positive ,joy
" Mairu mari iruku trailer, idhuku teaser thevalam.",Positive ,surprise
 Oruthar mela neenga viswasam katrathukaga innoruthara yen asingam paduthuringa by thala Ithu ovvoru thala and thalapathy fan kum therinjurukanum,Mixed_feelings ,love
 Superb thala... By thalapathy fan... Naraya naraya naraya... Vera vera vera 2um sink agudhu....,Positive ,love
 Otha ...sama thala ....  3D   Maradi v2nga,Positive ,love
 Original : pink Copy : Nerkonda paarvai,Positive ,surprise
 Vere level movie un soldranavanga like panunga,unknown_state ,love
 Over scene illa mokka trailer,Mixed_feelings ,disgust
 Neriya neriya neriya neriyanadaka koodathuu... tha bgm,Positive ,surprise
 Rompa nallukku apro kojam kurumpa pakka porom thalaivara,Positive ,love
 Thalaivaaaaaaa  marana Mass 🤗 waiting for petta kaali,Positive ,love
 yr ye movie hindi main miljaygi?,not-Tamil ,neutral
 எல்லாம் அவன் செயல்....copy paste but different content.....,Negative ,anger
 Dislike pottavan lam kaandu pudicha kannutheriyatha  pu*****ga..,Negative ,joy
 VERITHANAMA.KIZHI KIZHINNU  Vedi marunnu mathiri .... KARTHI... Hit like karthi tamil nadu kerala fans....,unknown_state ,love
 Vijay oru potta enga thala than gethu,Mixed_feelings ,neutral
 Karthiii fansss hit aa like here......,unknown_state ,love
 intha mokka hero ku.  action king ah..... ayyo  enna kodumai sir........... hero nu title vere,Negative ,disgust
 Vere level Anna from telugu fan,Positive ,love
 Thala fans like potu tu poge,Positive ,love
 This is not rajini petta vijaysethupathi....parak makkal selvan on fire,Mixed_feelings ,neutral
 Marana mass thalivaa we are waiting,Positive ,love
 MAKKAL SELVAN Vijay sethupathi  I'd name illa,unknown_state ,neutral
 I'm from punjab just lv u karthi,Positive ,love
 I I yo Ethu Nalla Erukke,Positive ,joy
 I am waiting thala marna mass,Positive ,love
 dislike pannavangalai cut draweroda adichi anupunum...,Negative ,disgust
 Mass movie la entay la Blockbuster,Positive ,love
 0:54 Nawaaz bhai Kai aaikat nahi bhai .,not-Tamil ,neutral
 Thala mass Dialogue  Therika vidalama madri padam irukum solravanga mattum like podunga,Positive ,love
 800k likes kuda varala Ithula evanga 2M likes kilikurangalam aamaiyans,Positive ,joy
 Vaa Thala vaa Thala vaa Thala I'm Waiting,unknown_state ,joy
 Adei nalla remake(copy) pandra da Thala illa thatha,Positive ,anger
 Padathula Vara dialogue Yara pathi pesuraga endrathu mukkiyam i'lla yaru pesuraga  endrathu than mukiyam,Positive ,love
 Sema trailer bgm super eruka  Iam waiting  pongal  petta pakam 🤩🤩,Positive ,joy
 We all want Yuvan sir bgms,Positive ,love
 MAGAMUNI ASURAN varisaiyil KAITHI yum semma Hit agumnu nenaikiraen,Positive ,surprise
 Yenna da idhu... Thalaivar ku views illa... Likes um illa....... Cha,Mixed_feelings ,love
 Viswasatha kaatrathuku  innorthangala yean  asingapaduthuringa.... inimel thala fans yarum asingapaduthamatanganu nenaikuren... naanum thala fan than,Mixed_feelings ,love
 Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa we r waiting for you,Positive ,love
 Thalaivar + Makkal Selvan marana maaass combo,Positive ,love
 Vera level trailer love u rajini sir and super karthik subbaraj,Positive ,love
 sema ya iruku thala thala than...I love you thala,Positive ,love
 Ipdi neraya neraya neraya love you THALA..!!,Positive ,love
 What did you say Meera Krishnan? What did you tell him? Goosebumps!,Positive ,surprise
 Dei ennada views ah pause panni vachu irukkeenga,Positive ,anger
 Nkp trailer  ellam aven seyal movie Matiri  eriku,Negative ,fear
 wow Amazing Super        my like 1000M,Positive ,joy
 Petta 5days 17m views viswasam 3 days 18 m views,unknown_state ,neutral
 His look like so manly சியான் again,Positive ,joy
 Hit atika valthukal by SK fan,unknown_state ,love
 Semma finally meesai ya murukkikittu Madurai getup semma thoranai thalaiva waiting,Positive ,love
 Maass Dialogue 'Kola Gaandule Irukken' & that Pistol twisting scene.. Awesome...,Positive ,joy
 Super mass  thala da ...,Positive ,love
 Thala haters lam orama poi kathurunga da pundaikala,Negative ,disgust
 2:00  Appo saithyama nee kadayadhu,Positive ,joy
 Super i love my super comic star rajini,Positive ,love
 How wants part 2 kaidi movie like me fast,Positive ,joy
" Adangappa....dei....idhu Dharmadhurai, Raajathi Raja Rajini daaaaaa .....wwwwowwwww",Positive ,anger
 Vijay sethupathi neenga VIJAY Illa vijay sethupathiyave pannunga.Vijay trend ungalukku set agadhu.,Negative ,disgust
 Sooper star idhula rombo ஒல்லியா ah irrugaru,unknown_state ,neutral
 Oruthar mela neenga viswasatha katrathu kaga inooruthara ennn aseenga padutheerenga..,Positive ,joy
 Ennada mersal teaser likes kooda varla but thala massLuv ajith sir Hate ajith fans,Positive ,love
 Oruthar mela Viswasam katrudhukaga innoruthara en asinga paduthringa... Mass Thala.. Purinjavanga purinjikonga,Positive ,love
 Inda padathukku peyar mathanumna enna veppinga🤔,Positive ,joy
 Intha like pannunga nu solravana pathale irritate aguthunu solravanla like pannitu pongada,Positive ,joy
 Flamboyant Look - Superstar Rajnikanth,Positive ,joy
 GV Sir BGM Bayangaram Vera Level Sir,Positive ,love
 Money money money money money....  Now..  Neraya neraya neraya neraya...  Thala vera level,Positive ,love
 SUPER STAR na athu RAJINI.....MASSSSSSSSSSSSS THALAIVAAAAAAA,Positive ,love
 Kola massss trailor vera leval thalaivar,Positive ,love
 yen thalaiva nee vaazgha pallaandu..... Petta paraagh....,Positive ,love
 orutar mela wiswasatta katturazukk aaga vendi ean innorutara asing padutureenga .... inda dialog moviela semma hit aakum........,Positive ,surprise
" Sema,  but diwalikku thalapathy movie varuthu",Mixed_feelings ,joy
 All kerala chiyaan fans like here,Positive ,love
 Promotion sun pictures maathiri pannunga sir appathan ellarukum reach aagum,Positive ,joy
 Super Super    dhool  dhool Ma,Positive ,joy
 90s rajini fans ...... hit like,Positive ,love
 Idhuku munadi ivlo alaga rajniya pathrukoma,Positive ,love
 Average solra alavuku trailer illa naan romba ethir paarten old dialogues repeated.,Positive ,love
 Teaser a pathu kalaichavalaa padatha pathu azha poranuga,Mixed_feelings ,neutral
 mersal ayuten thala thala than sema acting you lying you lying you lying dialouge sema sema sema,Positive ,joy
 100 times I am 18age rajini vareyan,Negative ,anger
 No 2 trending after 3 days,Positive ,surprise
 One day night la nadakkura story mathri iruku,unknown_state ,neutral
 Oruthar mela neenga visuvasam katrathukaga inoruthara yen asinga paduthuringa ...dialogue nice,Positive ,joy
" Vera level Thalaiva marana waiting  Petta movie seekiram VA thalaiva,🤩",Positive ,love
 Padatha ippove pakanum pola thonuravanga like podunga,Positive ,joy
 AKSHAY IS KING OF BOLLYWOOD,Positive ,love
 Dailyum pakkama irukka mdiyala ...Thala 🤗,Positive ,surprise
 Mass thala  marana  mass,Positive ,love
 Padam fulla ore night tha irukkum pola!!!,unknown_state ,neutral
 Romba super Rajini style full trailer excellent hits super duper hit movie,Positive ,joy
 ipaa enna panna poroom...     Sweet saapida porom...    Semmma,Positive ,surprise
 Come on thala veriyans just 240k likes to need,Positive ,joy
 Thalaivar na summa va  fire,Positive ,love
 Indha time miss aahudhu,Positive ,surprise
 Rajni kanth sir with akshaykumar woww,Positive ,surprise
 Last la Malaysian language ningge romba naal wait pannano enna kandupudike semma,Positive ,surprise
 Semma thala get hurt kattuthu trailer yaaru 1st pathathu like pannunga,Positive ,joy
 Waiting for you thalaivaa    vaa vaa vaa eppa varuva,Positive ,love
 @1:05   100 varusa cinemala ithan best dialogue,Positive ,joy
 Pakka mass intro Ajith Kumar sir,Positive ,love
 King is on the way.........tharamana sambavam iruku. Endtha pongal ku,Positive ,surprise
 Waiting for thala dharisanam nalaiku pwolikalam,Positive ,joy
 Akshay kumar ghost ah robo va?,Mixed_feelings ,neutral
 Thalaivar sema... Old thalaivar pakura mathiri iruku... Thanks to karthik subbaraj,Mixed_feelings ,love
 44k views.. But 56k likes ah?????? Howwwww,unknown_state ,joy
 Valthukkal enrum thalapathy rasigan samayan maduraikaran,Mixed_feelings ,love
 Mela vandhavanta thaan keka முடியும் paithiyakara payaluga,Negative ,sadness
 Ennada ithu innum trending la varavae illa tralier,Negative ,anger
 How many of u in 2k19 ......Hit like petta>>viswasam,unknown_state ,joy
 Evlo periya actor Rajini sir. Arasiyaluk mattum varaama irundha semmaya irundhrukkum...,Negative ,sadness
 Thalaiver mass Aakko Anirudh semma music,Positive ,love
 Kadaisiya dance semmaiya irukudhu Eagerly waiting for thalaivar's pongal 2k19....,Positive ,love
 Ongammala kuttu va pundaila vadai sudurom,Negative ,disgust
 padam mass erukum thalapathy fans sarp wisas,Positive ,love
 Thalaiver Eppavum MASSS thann..Pettaila innum MASSS...Tq Kaarthik subburaj Sir...Munnadi iruntha Thalaivar style la marupadium kondu vanthathuku...,Positive ,love
" Movie kaisi bhi ho thala,,, Ajith Kumar ,,,,, mtlab dekhne Jana hai",not-Tamil ,neutral
 Super semma vera level thala maaassss,Positive ,love
 Daii Ena da 10million views vanthudichi trending LA varla ena nadakuthu YouTube LA..,Mixed_feelings ,disgust
 Thala fans Yaravadhu reason sollunga Viswasam trailer ku vandha varaverpu en Nkp ku varala,Mixed_feelings ,love
 Kandasamy and Mugamoodi mixed nu nenaikre....,Positive ,joy
 Petta k but visuvasam trailer is  still not release,Mixed_feelings ,neutral
 wow yr ye to sbse alg ha,Negative ,fear
 Pak ka thana pora entha kaaliyoda aadatha,unknown_state ,neutral
 Mass I am waiting...   Thalapathy fanz,Positive ,love
 Venga Mavan Ippo petta la nikka.,unknown_state ,neutral
 44k views.... 60k likes in 1 hr..... 🤔,unknown_state ,joy
 watha therikuthu every seen dialog marana diwali iruku,Negative ,disgust
 Ena views ea athigama agala apadiyea nikithu..,Positive ,joy
 I am from telugu  Trailer untrusting,Mixed_feelings ,neutral
 at last he talk in Malay. u kena tunggun lama lagi,Positive ,joy
" Superman films won't run in tamilnadu Saago ,mugamoodi nyabakam irukka",Positive ,joy
 Nan shalini vachi kai adika poran......ahh shalini ahhhhhhhhhhhhh,Positive ,disgust
 Kiruku thanamana oru trailer...idhunala yaruku enna use,Mixed_feelings ,neutral
 Thalaivaa.. ... nee epavume superstar thaan....,Positive ,love
 Ippo namma enna panna porom!!!!!sweet sapada porom!,Positive ,love
 WHAT DID YOU SAY.... Roar .....,Positive ,joy
" Surukkamaa sonna intha generation pasangaluk baasha, padayappa theatreleh poy paakkamudiyaadhavungalukk thalaivara kudukkara oru chinna treat (marana kaatt) vere level",Positive ,love
 1m likes varathu athaukku enga தளபதி தா வரணும்,Mixed_feelings ,joy
 padam patuthu trailer pakuruvunga like podunga,Positive ,joy
 Ippa enna panna poro sweet sapta poro sema pakka marana massu thalaivar,Positive ,love
 Bigil Ku wait panravanga like podunga,Negative ,joy
 Bgm Vera level..... waiting to see in big screens,Positive ,love
 Paathute iruken marubadiyum marubadiyum Avlo pudichiruku  only for thala nd U1,Positive ,disgust
 Flat  proud to be a talaivar fan ! Rajinified ! Sirapana taramana sambavatha inimethan paka porom !,Negative ,love
 Waiting for  Suriya - Lokesh combo  ! #IrumbuKai_Maayaavi,unknown_state ,joy
 Thala innum neraya neraya neraya neraya....🥂,Positive ,joy
 Happy yo see u thala  eppavum ungal naal vazhiyil ungal rasigargal,Positive ,joy
 Fan of super  star @ Telangana,Positive ,love
 90's Thalaivara thirupi thandaduku BIG thanks to Karthik Subburaj,Positive ,love
 Mr. Ajith looks so good I miss Sridevi mam,Positive ,joy
 Thala Thala Thala mass mass mass,Positive ,love
 Thanks fans from karnataka hit like here,Positive ,love
 2019 blockbuster movie  herelike buten andra fans  from #PAWANKALYAN fans in andra,Mixed_feelings ,love
 Verithanam sk anna verah level sk anna  thalah solah varthaiyah ilah sk anna super annah,Positive ,love
 First odamba korachuto apram nadika vanga thayavu senju 🥵,Negative ,fear
 Mrana Mass iliya suppr star DHANUSH,Positive ,love
 THALA always masss.. Ippo sollava venum U1 music vera level ah irukkum...,Positive ,love
 Any Malayalies   Rajani Sir Hit like Here,unknown_state ,joy
 Neariya neraiya neraiya.... Amah mudi rombha dhan nerachurukku,Positive ,love
" Jai Thala Ajith, andra Ajith fan",Positive ,love
 Last dialogue Thala un fans ku sollu atha,Positive ,love
 Aiyoyoyoyo waiting la yae veri eruthe,Positive ,joy
 Ranjith Neuma da trailer patha.. Parthu irutha Sethuru,Negative ,sadness
 VIEWS ALLUDAY  KADARUVAAN GALAY  PAAVAM THALAIVAA  ELLA NADIGARAYUM VODA VIDuRENGALAY,Mixed_feelings ,love
 Neega Vena mass ah irukalam aana en mass Enna nu theriyathula October la katren  Super thala,Positive ,love
 Rajini competing young hero’s waaa 🥰,Positive ,surprise
 Indha varusham Rendu padam Semma treat ‍‍‍‍‍‍‍‍,Positive ,love
 Who  dislike  this ?  Suppa  passange,unknown_state ,joy
 Petta trailer therikkithu SIVA engada irukka Thalaya eppada katta pora.,Positive ,surprise
 Asuran trailer no 1 so nice,Positive ,love
 Thala  yuvan bgm vera level,Positive ,love
 Semmmaaaaaa I am waiting....     .. .,Positive ,joy
 My dear ajith Anna super thala....movie sekirama release pannuga,Positive ,joy
 Petta paraak.....kola gandula iruken kollama vidamaten,Positive ,surprise
 Yen bro dislike pannuriga movie semaya thanks erukku,Positive ,joy
 Thala mass ungalukkaka naan hindi version pakkave illai love u ajith sir,Positive ,love
 Kaala Rajini ku opposite ah irunthavangalam iPo super star nu kathuranga... Ena oru politics,not-Tamil ,joy
" Correct sir,sirappana tharamana sambavum neangalum inimele tha pakka porenga.viswasam",Positive ,joy
" Paithiya kara makkal irukira varaikum, indha madhiri thiramaiya illama, rasigarla vachikinu kalatha ottara herosla ivarum orutharu....",Negative ,disgust
 Look like marvel movie feel super,Positive ,joy
 Wonderful movie. Karthi Vera level..keep rocking,Positive ,love
 Neenga matum dha super star.. Vera endha nayum illa thalaiva...,Positive ,love
 Konjam late aa vita padam blockbuster....bigil kooda vendam..aprm kastam thaan,Positive ,joy
 Bgm is killing 1:47 to 2:00,Positive ,joy
 Petta #1 Trending on Singapore :),Positive ,surprise
 Dislike full ah vijay fan ah than iruppan🤣🤣,Negative ,love
" Paaka thaane pora intha kaaliyude aattathe, pongal will be petta parak, love from kerala",Positive ,love
 Appada!!!  Sirutha Siva ila..  Happy  Vera level ultimate..,Positive ,love
 Flop  Vjs naathari paiyale Tony saabam unna summa vidaathu,Negative ,anger
 vetri maran pundai ku itha vita vera ethum theriyathu thevidiya magan vetri maran and dhanush lusu koothi,Negative ,disgust
 Saho trailer 20 hrs le took more views. Nerkonda paarvai nakkitu poirchu.,Negative ,fear
 Hmkum..... story seems to be ok....padam epdi irukkumo,Positive ,joy
 Dei vanga da trailer tending Pani koduppom  likes ethuvom  views ethuvom,unknown_state ,anger
 Intha diwali KARTHI ANNA DIWALI DA,Positive ,joy
 Mavane kola gantile irukken kollama vidamatten🤗 Thalaivaa,Positive ,love
 semma 2.0.....kanna suma trailer tha main picture innu pakilla. . suma adrudhuilla,Positive ,love
 Shankar Sir vfx is awesome Semma,Positive ,love
 Nelam irundha eduthuppanunga..! Kaasu irundha pudingippanunga..! Padippa maattu.......!!!!!!!!,Positive ,love
 Simply supere pu....appu viswasam kusuvasam athan pu...,Positive ,joy
 Super Thalaiva ! Intha pongal semaya eika pohuthu ! Oru pakkathula Thalaivarum innoru pakkathula Thalayum !!!! Sema happy enaku !,Positive ,love
" Shankar , thappu pannitinga Akshay Kumar Ku bathila Sivakumar a villain a choose pannirntha innum Nalla irundhurukkum",Positive ,joy
 Thalapathy fans #asuran ku support pannu rengana...oru like pannitu ponga,Positive ,love
 THALA always masss.. Ippo sollava venum Y1 music vera level ah irukkum... .,Positive ,love
 Are u virgin... Fuck me.... By ajith,Negative ,sadness
 Thala pol varumaa...Veri Level !,Positive ,love
 Mbl ah. Pathale ipolam bayama iruku .,Negative ,anger
 Padam paathumudichavanga like.  . Padam vera level,Negative ,love
 Bigilku ahppu ready saugada Vijay fans,Positive ,love
 Ivanga appan oru jathi veri piducha nayee,Positive ,surprise
 Unga mass epavume vera level ji...,Positive ,love
 Enakku therinja varaikkum idhu Ellam avan seyal 2   va irukkum.If you feel the same hit a like.,Negative ,joy
 Sathiyama soldren adichi underwear oda ooda vitruven,Mixed_feelings ,disgust
 My god trailer chuma athurthu,Positive ,surprise
 Blacksheep guys enna da panringa,Positive ,love
 One Hours 464 k views,Positive ,love
 Ithu Kollywood ah Bollywood ah ila Hollywood ah pah?!! Ellam kalanda Kalavai ah?!,Positive ,love
 Thala neeinga thn king of mass🤘🤘,Positive ,love
 Indha trailer Ku kuda  dislike pana  aalungala Ellam Thiruthavey mudiyathu akka thangachi kuda porandhavanguluku intha movie puriyum,Positive ,disgust
 Eppa enna pana porom....thalaivar : sweet sapeda porom...,Positive ,love
 Thala vera level and waiting for merkonda parvai like here,Positive ,love
 Ajith ku set agala.. No mass scene,Positive ,love
 Innoru #rekka movie ah aagita poguthu.......,Negative ,sadness
 Thala   Thala  Thala  தல  தல  தல,Positive ,surprise
 Super rajini sir Andhra Pavan Kalyan fans,unknown_state ,love
 Very mass . Mass varanum rajini fans hit like,Positive ,love
" Mass na superstar , superstar na mass ...Petta paraak ..",Positive ,love
 Marana waiting Thalaaaaaaaaaaaaaaaaaaaaaaa and miss you tapsee I love her 🥰🤩🤩🤩🤩🤩🤩🥰🥰,Positive ,love
 Shankar g Hollywood level padam edukuringa ana logic yenga,Positive ,love
 Biggest movie in india super star,Negative ,joy
 Only one word to say.... Semmaaaaa,Positive ,joy
 Maaasss kaa baap aagaya..  vazhi vidungadaaaaaa,not-Tamil ,neutral
 Thala vandha mass aana indhamaari vaara level thala nale tharu maru🤘🤘🤘🤘🤘,Positive ,love
 That padipu dialogue.... Get ghoosbumbs..... Azhiya Selvam...,Positive ,joy
 0:55 Thalaivan Makkal Selven on fire,Negative ,love
 so so so mitta vera laval  mass mass mass  i am waiting,Positive ,love
 dhanush ku vayasu koranjite poguthu nu nanaikaravanga lam like pannunga,Negative ,joy
 Feeling like watching iru mugan 2,Positive ,disgust
 Ada chaii innum 1m like varleya    pavam da amais neenga  surya fanz sembadichum onnum velaikagaleya🤣🤣🤣,Mixed_feelings ,love
 Wats happng guys y no likes,Positive ,joy
 Vaaaa Thalaivaaaaa. Sure shot hit thaaan,Positive ,love
 Ithuvum caste sammantha pattatha..yennaga neengaluma... caste ah olikuren olikurenu sollitu ippdi valathutha viduringa deivame..,Negative ,anger
 Thala fan's la oru like podunga,Positive ,love
 Aniruth Enbar Yuvan Enbar GV Arumai puriyathor🤩,Positive ,surprise
 Only akki fan like and superstar rajni fan comment,Mixed_feelings ,love
 idhu madhiri padam dhaan karthi sir kitta irundhu venum superb,Negative ,joy
 Arjun irukaru adhunala indha movie koncham pakalam sk muncha pathale siripu than varudhu,Positive ,love
 Karthik subburaj mass aaah katirkaru ya,Positive ,love
 All time super star in India cinema,Positive ,joy
 low caste pasangala pathina padama  Avlova hit agathu,Mixed_feelings ,neutral
 0:37  Reminds me of Apoorva Raagangal 1⃣9⃣7⃣5⃣,unknown_state ,neutral
" Itha patha mask mathiri theriyale,Mugatha marachathan mask,Kanna mattum Maracha Athu peru Kannadingo 🤣🤣🤣",Positive ,joy
 appo varalaaru movie la ajith uncle ah paatha maathiriye irukku paah !!! semma acting !!!,Positive ,surprise
" Tqq 🤩 sooo much karthik, thalaivaa Vera level... Never seen before in ds style",Positive ,love
 Yov Manushana Ya neeStunning Look🤩age is just a number..!!,Positive ,joy
 Dislike. Pannavanlam Ratham kakki tan saaavan,Negative ,joy
" Kolla gaandla iruken, kollama vida maten......",Negative ,fear
 Yenna  Acting ya  THALA NA THALA THA,Positive ,surprise
 Marana massssssssss  karthik sir ur awesome,Mixed_feelings ,love
 Idhu varaikum vandha superstar trailerlaiye idhu supernu nenaikuravanga like podunga guys,Positive ,joy
 Arjun Sarja : oru Manusana  Alicharulam Avaru silaya udachuralam ana avaru sindhanaya (Purinjavan Pistha),Positive ,joy
 U kena tunggu lebih lama lg.. utk thosai....,not-Tamil ,neutral
 thala yoda nalla manasuku ellaamay nallathavay nadakum 2019 mega blockbuster Movie nkp thaan ithula entha santhegamum kidaiyathu,Positive ,joy
 1 like for alltime superstar “thala ajith,Positive ,joy
" Thalaivar pakka mass :) Thalaivar padam na ipdi thaan irukkanum, trailer therikudhu....",Positive ,love
 I think it will be rekka,unknown_state ,neutral
 Diwali Ku vandha nalla irukum asuran bigil kelmbi irukum,Positive ,joy
 Thala semma mass ah irukiye thala,Positive ,love
 Intha deepavali Thala fans kuda kondadaporaga,Negative ,love
 Super se bhi upar    Hai.....2.0 Waiting for 2.0.... Favorite....rajnikant sir ..and akshay Kumar....@LYCA2.0#OFFICIALTRAILAR.#,Positive ,joy
 Superb  Rajni sir superb,Positive ,joy
 Ketukonga da ...oruthar mela irukura viswasathukaga edhuku inoruthara asinga paduthureenga......,Positive ,joy
 bigil apparam yaru pakkranga oru like podunge,Positive ,joy
 ...Block block buster for Super star..,Positive ,joy
 Vikram is fucking 53 .  Still badass  and awesome,Negative ,anger
 Othaaaa vera level karthi anna i am waiting na,Positive ,love
 ippa yaru pa trailera pakka vanthiga,Positive ,joy
 Only can do this RAJINI........ Pettttttttttttttttaaa...... mrana maaaaaaaaaaaaasssssss,Positive ,surprise
 Is siva thought him like e hrithik roshan ?,Mixed_feelings ,joy
 Are you a virgin ...kaama paara Da dai,Negative ,fear
 Super..Much much better than zero and TOH,Positive ,joy
 Ultimate star Ajithkumar vera level  MASS,Positive ,love
 Thalaivaa Pakka massssss only one super star,Positive ,love
 Hyy ethu Telugu movie rangastalam thane...,Negative ,sadness
 Trailer mudiyuravarai remake thana nu thonite irukku...  Oru feel e illa...,Positive ,joy
 Gvprakash nee nadikirayo illayo varusathuku 2 padamaavathu music compose panniru..Bgm vera level ah irukku..Songs also,Positive ,love
 neraya neraya neraya neraya neraya neraya.,Positive ,love
 Ajith ayo sema va thala va thala,Positive ,joy
 Akshay Kumar king of Bollywood akki paaji best of luck khiladi kumar,not-Tamil ,neutral
 Ennada Siva and team edutha movie maari iruku..,Mixed_feelings ,neutral
 Karthik subbaraj dheivame thalaivara thirimba kuduthadhuku kodaana kodi nandri,Positive ,love
 Today NKP trailer yarellam paaka vanthenga,Positive ,joy
 Last pose uh semma mass uh...,Positive ,love
" Ayyo thala mass,,marana waiting,nee va thala,,",Positive ,love
 Onda vantha naye ooda ooda virativom engala jathila pirachathu pothum,Positive ,love
 Antha alavuku elam onum ela nu nenaikuravanga like panunga.,Positive ,joy
" Even, shankar la kuda rajiniku intha look kondu vara mudila .. karthik subaraj pinrapla",Positive ,love
 Wrong casting manju warrier.danush sir.....bad casting,Positive ,anger
 Aarrr bhai Hindi me re hoga ki nahai,not-Tamil ,neutral
 Dhanush enaya Ivan manushaana paaah verithaanamana acting raa dei,Positive ,anger
 ராஜ்னி சூப்பர் ஸ்டார் Akshay is the best actor,Mixed_feelings ,neutral
 1.m likes varuma  hit here...,Positive ,joy
